molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL5186594,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)N1CCC[C@H]1C(N)=O,active,12.0
CHEMBL5170274,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCCS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)N1CCC[C@H]1C(N)=O,active,6.1
CHEMBL5180149,CSCC[C@@H](C(=O)N1CCC[C@H]1C(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1,active,7.3
CHEMBL5191373,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(N)=O,active,4.1
CHEMBL5198135,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)N(C)[C@H](C(=O)N1CCC[C@H]1C(N)=O)C(C)C,active,22.0
CHEMBL5191820,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1,active,18.0
CHEMBL5209489,CSCC[C@@H](C(=O)N1CCC[C@H]1CC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1,active,1.9
CHEMBL5183245,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1CCC[C@H]1CC(N)=O,active,1.3
CHEMBL5203315,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)N(C)[C@H](C(=O)N1CCC[C@H]1CC(N)=O)C(C)C,active,5.6
CHEMBL5182207,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1CC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1,active,4.7
CHEMBL5206852,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1CC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1,active,127.0
CHEMBL5203492,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1CC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1,active,541.0
CHEMBL5209121,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1CC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1,active,115.0
CHEMBL5185612,CC(C)C[C@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1CC(N)=O,active,492.0
CHEMBL5207603,CC(C)C[C@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNC(=O)c1ccc(Oc2ccccc2)cc1)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1CC(N)=O,intermediate,5173.0
CHEMBL5178802,CC(C)C[C@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNC(=O)c1ccc(Oc2ccc(F)cc2)cc1)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1CC(N)=O,intermediate,4478.0
CHEMBL5190160,CC(C)C[C@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNC(=O)c1ccc(Oc2ccc(C(N)=O)cc2)cc1)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1CC(N)=O,intermediate,3922.0
CHEMBL5177058,CC(C)C[C@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCNC(=O)c1ccc(Oc2ccc(C(N)=O)cc2)cc1)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1CC(N)=O,intermediate,4445.0
CHEMBL5207094,CC(C)C[C@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCCNC(=O)c1ccc(Oc2ccc(C(N)=O)cc2)cc1)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1CC(N)=O,active,972.0
CHEMBL5206743,CC(C)C[C@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCCCNC(=O)c1ccc(Oc2ccc(C(N)=O)cc2)cc1)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1CC(N)=O,intermediate,2022.0
CHEMBL5169565,CC(C)C[C@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)CCCCNC(=O)c1ccc(Oc2ccc(C(N)=O)cc2)cc1)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1CC(N)=O,intermediate,1367.0
CHEMBL4539943,O=C(O)[C@@H]1[C@@H](Cn2nnc3ccccc3c2=O)CC[C@H]1C(=O)c1ccc(OCCC2CCOCC2)cc1,active,80.0
CHEMBL4585243,O=C(O)[C@H]1[C@H](Cn2nnc3ccccc3c2=O)CC[C@@H]1C(=O)c1ccc(OCCC2CCOCC2)cc1,active,0.085
CHEMBL4539943,O=C(O)[C@@H]1[C@@H](Cn2nnc3ccccc3c2=O)CC[C@H]1C(=O)c1ccc(OCCC2CCOCC2)cc1,inactive,10000.0
CHEMBL1939876,CCOC(=O)c1cc2cc(-c3cc(C(=O)NCc4ccc(C(=O)O)cc4)nn3C)ccc2[nH]1,inactive,22000.0
CHEMBL5267938,O=C(CCCNC(=O)c1cccc(C(=O)NCCCC(=O)NCCC[C@@H](NS(=O)(=O)c2ccc(OCc3cc(Br)cc(Br)c3)cc2)C(=O)NO)c1)NCCC[C@@H](NS(=O)(=O)c1ccc(OCc2cc(Br)cc(Br)c2)cc1)C(=O)NO,active,242.0
CHEMBL5283335,O=C(NCCC[C@@H](NS(=O)(=O)c1ccc(OCc2cc(Br)cc(Br)c2)cc1)C(=O)NO)c1cccc(C(=O)NCCC[C@@H](NS(=O)(=O)c2ccc(OCc3cc(Br)cc(Br)c3)cc2)C(=O)NO)c1,active,41.0
CHEMBL2431028,NC(=O)NCCC[C@@H](NS(=O)(=O)c1ccc(OCc2cc(Br)cc(Br)c2)cc1)C(=O)NO,active,9.4
CHEMBL5277375,O=C(O)CCC(NC(=O)Cc1ccc(Br)cc1)C(=O)NCc1ccc([N+](=O)[O-])cc1,inactive,138320.0
CHEMBL4859268,CC(C)(Cc1ccc(F)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)c1ccc(-c2ccccc2)cc1,intermediate,1960.0
CHEMBL5288452,Cc1ccc(-c2cc(-c3ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc3)no2)s1,active,0.368
CHEMBL5280430,CCc1ccc(-c2cc(-c3ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc3)no2)s1,active,0.566
CHEMBL5283653,COc1ccc(S(=O)(=O)N2[C@H](C(=O)NO)C[C@@H]3CCN(C(=O)CCc4ccccc4)C[C@@H]32)cc1,active,50.0
CHEMBL2435340,O=C(NCc1ccc(-c2ccccc2)cc1)c1cccc(=O)n1O,active,18.0
CHEMBL5274715,O=C(NCc1ccc(-c2ccccc2)cc1)c1occc(=O)c1O,active,18.0
CHEMBL255374,Cc1cc(=O)c(O)c(C(=O)NCc2ccc(-c3ccccc3)cc2)o1,active,18.0
CHEMBL5169565,CC(C)C[C@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)CCCCNC(=O)c1ccc(Oc2ccc(C(N)=O)cc2)cc1)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1CC(N)=O,intermediate,1367.0
CHEMBL5430533,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1CC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)CC[C@@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,active,240.0
CHEMBL5435794,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1CC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccccc2)cc1)C(=O)O,active,990.0
CHEMBL5415277,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1CC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,active,200.0
CHEMBL5432078,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1CC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(C(N)=O)cc2)cc1)C(=O)O,active,400.0
CHEMBL5404909,CC[C@H](C)[C@@H](C(=O)NCCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,active,240.0
CHEMBL5416701,CC[C@H](C)[C@@H](C(=O)NCCCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,active,230.0
CHEMBL5396642,CC[C@H](C)[C@@H](C(=O)NCCCCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,active,180.0
CHEMBL5413121,CC[C@H](C)[C@@H](C(=O)NCCCCCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,active,260.0
CHEMBL5418691,CC[C@H](C)[C@@H](C(=O)NCCCCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(C(N)=O)cc2)cc1)C(=O)O,active,410.0
CHEMBL5399181,CC[C@H](C)[C@@H](C(=O)NCCCCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CNCCN1C(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,active,78.0
CHEMBL5418885,CC[C@H](C)[C@@H](C(=O)NCCCCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H]1C[C@H](N)CN1C(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(C(N)=O)cc2)cc1)C(=O)O,active,160.0
CHEMBL5412341,CC(C)C[C@H](NC(=O)[C@@H]1C[C@H](N)CN1C(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(C(N)=O)cc2)cc1)C(=O)O)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)NCCCCC(N)=O,active,250.0
CHEMBL5398498,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(C(N)=O)cc2)cc1)C(=O)O)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)NCCCCC(N)=O,active,52.0
CHEMBL5436337,Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc3)n2)s1,active,14.0
CHEMBL5429762,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2nc(-c3ccc(Cn4cc(CCCF)nn4)s3)no2)cc1)C(=O)O,active,13.0
CHEMBL5428131,CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2nc(-c3ccc(Cn4cc(CCCCCF)nn4)s3)no2)cc1)C(=O)O,active,29.0
CHEMBL5401833,Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N(C)[C@@H](C(=O)O)C(C)C)cc3)n2)s1,active,37.0
CHEMBL5267731,CCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,active,58.0
CHEMBL5424250,Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N(CCF)[C@@H](C(=O)O)C(C)C)cc3)n2)s1,active,36.0
CHEMBL5396285,CCCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,active,105.0
CHEMBL5406867,Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N(CCCCF)[C@@H](C(=O)O)C(C)C)cc3)n2)s1,active,41.0
CHEMBL5419103,Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N(CCCC(F)(F)F)[C@@H](C(=O)O)C(C)C)cc3)n2)s1,active,164.0
CHEMBL5434496,CCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,active,26.0
CHEMBL5406674,CCCCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,active,162.0
CHEMBL5420372,CCCCCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,active,527.0
CHEMBL5405287,CCCCCCCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,intermediate,3600.0
CHEMBL5438981,CCCCCCCCCCCCCCCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,inactive,10000.0
CHEMBL5395662,Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N(Cc4ccccc4)[C@@H](C(=O)O)C(C)C)cc3)n2)s1,active,113.0
CHEMBL5413782,Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N(CCCCCCCCCCCCN=[N+]=[N-])[C@@H](C(=O)O)C(C)C)cc3)n2)s1,intermediate,4000.0
CHEMBL5430097,Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N(CCOCOCCCOCCN=[N+]=[N-])[C@@H](C(=O)O)C(C)C)cc3)n2)s1,active,182.0
CHEMBL5402198,CC(C)C[C@H](NC(=O)CNC(=O)CC[C@H](NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1)C(=O)O)C(=O)N[C@H](C(=O)N1CCC[C@H]1CC(N)=O)C(C)(C)C,intermediate,2900.0
CHEMBL5417105,CC(C)(C)[C@H](NC(=O)[C@H](Cc1ccncc1)NC(=O)CNC(=O)CC[C@H](NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1)C(=O)O)C(=O)N1CCC[C@H]1CC(N)=O,intermediate,1300.0
CHEMBL5568549,C[C@H](C[C@H](COC(=O)CCC(=O)O)NC(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO,active,2.6
CHEMBL5558206,C[C@H](C[C@H](CO)NC(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO,active,3.5
CHEMBL5560744,O=C(CC[C@@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O)NCc1ccccc1,intermediate,1716.9
CHEMBL5557636,Cc1ccc(S(=O)(=O)N[C@H](CCC(=O)NCc2ccccc2)C(=O)O)cc1,intermediate,1237.39
CHEMBL5584155,CC(C)(C)[C@H](NC(=O)[C@H](Cc1ccncc1)NC(=O)CNC(=O)CC[C@H](NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1)C(=O)O)C(=O)Nc1ccc(C(=O)N2CCC(C(=O)N[C@H](CCCCN)C(=O)N3CC[C@H](N)C3)CC2)cc1,active,730.0
CHEMBL5633315,O=C(O)CC[C@H](NC(=O)Cc1ccc(Br)cc1)C(=O)NCc1ccc([N+](=O)[O-])cc1,inactive,138320.0
CHEMBL5575976,Cn1nccc1[C@]1(CNC(=O)c2ccc(F)c(F)c2-c2ccc(C(F)(F)F)cc2)NC(=O)NC1=O,intermediate,5376.0
CHEMBL5759413,Cc1ccnc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)c1,intermediate,5000.0
CHEMBL5981025,Cc1cccc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)n1,intermediate,2750.0
CHEMBL6018315,Cc1cncc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)c1,intermediate,2750.0
CHEMBL5976402,Cc1cc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)ccn1,active,500.0
CHEMBL5923334,Cc1cccc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)[n+]1O,intermediate,5500.0
CHEMBL5898530,Cc1cc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)c[n+]([O-])c1,intermediate,5000.0
CHEMBL5789359,Cc1cc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)cc[n+]1[O-],intermediate,2750.0
CHEMBL5903685,Cc1cccc(COc2ccc(Sc3ccoc3C3(C)NC(=O)NC3=O)cc2)c1,active,500.0
CHEMBL5978262,CCC1(c2occc2Sc2ccc(OCc3cccc(C)c3)cc2)NC(=O)NC1=O,intermediate,2750.0
CHEMBL5834666,Cc1cccc(COc2ccc(Sc3ccoc3C3(CC(C)C)NC(=O)NC3=O)cc2)c1,active,500.0
CHEMBL5768277,CCCC1(c2occc2Sc2ccc(OCc3cccc(C)c3)cc2)NC(=O)NC1=O,active,500.0
CHEMBL6018170,Cc1cccc(COc2ccc(Sc3ccoc3C3(C(C)C)NC(=O)NC3=O)cc2)c1,active,500.0
CHEMBL5811313,COc1cc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)ccn1,intermediate,2750.0
CHEMBL5868828,CCOc1cc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)ccn1,intermediate,2750.0
CHEMBL5787490,CC(C)COc1cc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)ccn1,intermediate,5000.0
CHEMBL5901597,CC(C)Oc1cc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)ccn1,intermediate,5000.0
CHEMBL6050044,NC(=O)c1cccc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)c1,active,500.0
CHEMBL6017424,NC(=O)c1ccc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)cc1,intermediate,2750.0
CHEMBL5932071,CCOc1cccc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)c1,intermediate,5000.0
CHEMBL5948654,CC(C)Oc1cccc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)c1,intermediate,5000.0
CHEMBL6009352,CCCOc1cccc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)c1,intermediate,5500.0
CHEMBL6005340,O=C1NC(=O)C(c2occc2Sc2ccc(OCc3cccc(CO)c3)cc2)N1,active,500.0
CHEMBL5765816,O=C1NC(=O)C(c2occc2Sc2ccc(OCc3ccccc3CO)cc2)N1,active,500.0
CHEMBL6054861,O=C1NC(=O)C(c2occc2Sc2ccc(OCc3ccc(CO)cc3)cc2)N1,active,500.0
CHEMBL6020183,O=C1NC(=O)C(c2occc2Sc2ccc(OCc3cccc(O)c3)cc2)N1,active,500.0
CHEMBL5764784,Cc1cc(Sc2ccc(OCc3cccc(CO)c3)cc2)c(C2NC(=O)NC2=O)o1,active,500.0
CHEMBL5955438,Cc1cccc(COc2ccc(Sc3cc(C)oc3C3NC(=O)NC3=O)cc2)c1,intermediate,2750.0
CHEMBL6064917,NC(=O)c1cc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)ccn1,intermediate,2750.0
CHEMBL5976402,Cc1cc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)ccn1,intermediate,2750.0
CHEMBL5976402,Cc1cc(COc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)ccn1,intermediate,2750.0
CHEMBL5931298,CCC1(c2occc2Sc2ccc(OCc3ccnc(C)c3)cc2)NC(=O)NC1=O,active,500.0
CHEMBL5852973,Cc1cc(CN(C)c2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)ccn1,intermediate,5500.0
CHEMBL5969352,Cc1cc(C#Cc2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)ccn1,active,55.0
CHEMBL5782511,Cc1cc(/C=C/c2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)ccn1,active,1.0
CHEMBL5919217,CCC1(c2occc2Sc2ccc(/C=C/c3ccnc(C)c3)cc2)NC(=O)NC1=O,active,1.0
CHEMBL6001334,Cc1cc(C#Cc2ccc(Sc3ccncc3C3NC(=O)NC3=O)cc2)ccn1,active,5.5
CHEMBL5874882,Cc1cc(/C=C/c2ccc(Sc3ccncc3C3NC(=O)NC3=O)cc2)ccn1,active,1.0
CHEMBL5867169,Cc1cc(/C=C/c2ccc(Oc3ccncc3C3NC(=O)NC3=O)cc2)ccn1,active,1.0
CHEMBL5804712,Cc1cc(C#Cc2ccc(Oc3ccncc3C3NC(=O)NC3=O)cc2)ccn1,active,5.5
CHEMBL5742512,CCC1(c2cnccc2Sc2ccc(/C=C/c3ccnc(C)c3)cc2)NC(=O)NC1=O,active,1.0
CHEMBL5800908,Cc1cc(C#Cc2ccc(Sc3ccsc3C3NC(=O)NC3=O)cc2)ccn1,active,1.0
CHEMBL6006240,Cc1cc(/C=C/c2ccc(Sc3ccsc3C3NC(=O)NC3=O)cc2)ccn1,active,1.0
CHEMBL5761540,Cc1cc(C#Cc2ccc(Sc3cnn(C)c3C3NC(=O)NC3=O)cc2)ccn1,active,1.0
CHEMBL6013997,Cc1cc(/C=C/c2ccc(Sc3cnn(C)c3C3NC(=O)NC3=O)cc2)ccn1,active,1.0
