action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,18324720,[],CHEMBL4135058,Inhibition of recombinant human MMP12 (Phe99 to Leu271 residues) expressed in Escherichia coli using Ac-Pro-Leu-Gly-S-Leu-Leu-Gly-OEt as substrate after 1 hr measured at 1 min time interval for 30 mins by microplate photometric method,B,,,BAO_0000190,BAO_0000019,assay format,CCNC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4130487,Eur J Med Chem,2017,,CHEMBL4164016,,CHEMBL4164016,,0,http://www.openphacts.org/units/Nanomolar,3042311,=,1,1,=,,IC50,nM,,109100.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,uM,UO_0000065,,109.1
,,18324721,[],CHEMBL4135058,Inhibition of recombinant human MMP12 (Phe99 to Leu271 residues) expressed in Escherichia coli using Ac-Pro-Leu-Gly-S-Leu-Leu-Gly-OEt as substrate after 1 hr measured at 1 min time interval for 30 mins by microplate photometric method,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4130487,Eur J Med Chem,2017,,CHEMBL4170455,,CHEMBL4170455,,0,http://www.openphacts.org/units/Nanomolar,3042312,=,1,1,=,,IC50,nM,,493200.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,uM,UO_0000065,,493.2
,,18324722,[],CHEMBL4135058,Inhibition of recombinant human MMP12 (Phe99 to Leu271 residues) expressed in Escherichia coli using Ac-Pro-Leu-Gly-S-Leu-Leu-Gly-OEt as substrate after 1 hr measured at 1 min time interval for 30 mins by microplate photometric method,B,,,BAO_0000190,BAO_0000019,assay format,CCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4130487,Eur J Med Chem,2017,,CHEMBL4162521,,CHEMBL4162521,,0,http://www.openphacts.org/units/Nanomolar,3042313,=,1,1,=,,IC50,nM,,198300.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,uM,UO_0000065,,198.3
,,18324723,[],CHEMBL4135058,Inhibition of recombinant human MMP12 (Phe99 to Leu271 residues) expressed in Escherichia coli using Ac-Pro-Leu-Gly-S-Leu-Leu-Gly-OEt as substrate after 1 hr measured at 1 min time interval for 30 mins by microplate photometric method,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)CNC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4130487,Eur J Med Chem,2017,,CHEMBL4167291,,CHEMBL4167291,,0,http://www.openphacts.org/units/Nanomolar,3042314,>,1,1,>,,IC50,nM,,500000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,uM,UO_0000065,,500.0
,,18324724,[],CHEMBL4135058,Inhibition of recombinant human MMP12 (Phe99 to Leu271 residues) expressed in Escherichia coli using Ac-Pro-Leu-Gly-S-Leu-Leu-Gly-OEt as substrate after 1 hr measured at 1 min time interval for 30 mins by microplate photometric method,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4130487,Eur J Med Chem,2017,,CHEMBL4175156,,CHEMBL4175156,,0,http://www.openphacts.org/units/Nanomolar,3042315,=,1,1,=,,IC50,nM,,493250.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,uM,UO_0000065,,493.25
,,18324725,[],CHEMBL4135058,Inhibition of recombinant human MMP12 (Phe99 to Leu271 residues) expressed in Escherichia coli using Ac-Pro-Leu-Gly-S-Leu-Leu-Gly-OEt as substrate after 1 hr measured at 1 min time interval for 30 mins by microplate photometric method,B,,,BAO_0000190,BAO_0000019,assay format,O=C(CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O)NCc1ccccc1,,,CHEMBL4130487,Eur J Med Chem,2017,"{'bei': '9.54', 'le': '0.19', 'lle': '2.60', 'sei': '2.58'}",CHEMBL4163839,,CHEMBL4163839,4.02,0,http://www.openphacts.org/units/Nanomolar,3042316,=,1,1,=,,IC50,nM,,95200.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,uM,UO_0000065,,95.2
,,18377613,[],CHEMBL4145016,Inhibition of recombinant human MMP12 catalytic domain (Gly106 to Gly26 residues) expressed in Escherichia coli BL21 codon plus using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C,,,CHEMBL4138305,ACS Med Chem Lett,2018,"{'bei': '21.32', 'le': '0.40', 'lle': '6.78', 'sei': '6.72'}",CHEMBL19611,ILOMASTAT,CHEMBL19611,8.28,1,http://www.openphacts.org/units/Nanomolar,3050372,=,1,1,=,,IC50,nM,,5.2,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,5.2
,,18377614,[],CHEMBL4145016,Inhibition of recombinant human MMP12 catalytic domain (Gly106 to Gly26 residues) expressed in Escherichia coli BL21 codon plus using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)N[C@@H](COCc1ccccc1)C(=O)N[C@H](CCc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)NO,,,CHEMBL4138305,ACS Med Chem Lett,2018,"{'bei': '12.95', 'le': '0.24', 'lle': '5.20', 'sei': '4.98'}",CHEMBL4169775,,CHEMBL4169775,7.26,0,http://www.openphacts.org/units/Nanomolar,3050371,=,1,1,=,,IC50,nM,,54.7,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,54.7
,,18445231,[],CHEMBL4158217,Inhibition of MMP12 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(CSc3nc4c(c(=O)[nH]3)CCC4)c(F)c2)o1)C(C)C,,,CHEMBL4152369,Bioorg Med Chem,2018,"{'bei': '11.52', 'le': '0.22', 'lle': '2.29', 'sei': '4.91'}",CHEMBL4080520,,CHEMBL4080520,5.75,1,http://www.openphacts.org/units/Nanomolar,3060923,=,1,1,=,,IC50,nM,,1800.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,uM,UO_0000065,,1.8
,,18470035,[],CHEMBL4182492,Inhibition of recombinant human MMP12 using Mca-Pro-Leu-Gly-Leu-Dpa(Dnp)-Ala-Arg-NH2 as substrate after 30 mins by fluorescence spectrometry,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(NC(=O)Oc3ccc(Br)cc3)cc12)C(=O)O,,,CHEMBL4177715,Bioorg Med Chem Lett,2018,"{'bei': '14.18', 'le': '0.31', 'lle': '2.61', 'sei': '5.90'}",CHEMBL4207732,,CHEMBL4207732,7.96,0,http://www.openphacts.org/units/Nanomolar,3065621,=,1,1,=,,IC50,nM,,11.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,11.0
,,18470036,[],CHEMBL4182492,Inhibition of recombinant human MMP12 using Mca-Pro-Leu-Gly-Leu-Dpa(Dnp)-Ala-Arg-NH2 as substrate after 30 mins by fluorescence spectrometry,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(NC(=O)Oc3ccc(F)cc3)cc12)C(=O)O,,,CHEMBL4177715,Bioorg Med Chem Lett,2018,"{'bei': '16.40', 'le': '0.32', 'lle': '3.49', 'sei': '6.08'}",CHEMBL492531,,CHEMBL492531,8.21,0,http://www.openphacts.org/units/Nanomolar,3065620,=,1,1,=,,IC50,nM,,6.2,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,6.2
,,18470037,[],CHEMBL4182492,Inhibition of recombinant human MMP12 using Mca-Pro-Leu-Gly-Leu-Dpa(Dnp)-Ala-Arg-NH2 as substrate after 30 mins by fluorescence spectrometry,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(NS(=O)(=O)c3ccc(I)cc3)cc12)C(=O)O,,,CHEMBL4177715,Bioorg Med Chem Lett,2018,"{'bei': '10.39', 'le': '0.25', 'lle': '2.15', 'sei': '4.57'}",CHEMBL4218681,,CHEMBL4218681,6.53,0,http://www.openphacts.org/units/Nanomolar,3065619,=,1,1,=,,IC50,nM,,297.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,297.0
,,18470038,[],CHEMBL4182492,Inhibition of recombinant human MMP12 using Mca-Pro-Leu-Gly-Leu-Dpa(Dnp)-Ala-Arg-NH2 as substrate after 30 mins by fluorescence spectrometry,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(NC(=O)c3ccc(I)cc3)cc12)C(=O)O,,,CHEMBL4177715,Bioorg Med Chem Lett,2018,"{'bei': '10.63', 'le': '0.25', 'lle': '1.47', 'sei': '5.01'}",CHEMBL4214104,,CHEMBL4214104,6.30,0,http://www.openphacts.org/units/Nanomolar,3065618,=,1,1,=,,IC50,nM,,502.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,502.0
,,18470039,[],CHEMBL4182492,Inhibition of recombinant human MMP12 using Mca-Pro-Leu-Gly-Leu-Dpa(Dnp)-Ala-Arg-NH2 as substrate after 30 mins by fluorescence spectrometry,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(NC(=O)Oc3ccc(I)cc3)cc12)C(=O)O,,,CHEMBL4177715,Bioorg Med Chem Lett,2018,"{'bei': '13.27', 'le': '0.31', 'lle': '2.88', 'sei': '5.98'}",CHEMBL4217377,,CHEMBL4217377,8.07,0,http://www.openphacts.org/units/Nanomolar,3065617,=,1,1,=,,IC50,nM,,8.5,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,8.5
,,18485320,[],CHEMBL4186139,Inhibition of MMP12 (unknown origin),A,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(COc2ccc(S(=O)(=O)N(C)C3(C(=O)NO)CN(C(=O)C(C)C)C3)cc2)c2ccccc2n1,,,CHEMBL4184149,Bioorg Med Chem,2018,,CHEMBL4215407,,CHEMBL4215407,7.89,0,http://www.openphacts.org/units/Nanomolar,3068047,=,1,1,=,,IC50,nM,,13.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,uM,UO_0000065,,0.013
,,18485321,[],CHEMBL4186139,Inhibition of MMP12 (unknown origin),A,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(COc2ccc(S(=O)(=O)N(C)C3(C(=O)NO)CN(C(=O)CC(C)C)C3)cc2)c2ccccc2n1,,,CHEMBL4184149,Bioorg Med Chem,2018,,CHEMBL4208519,,CHEMBL4208519,8.22,0,http://www.openphacts.org/units/Nanomolar,3068052,=,1,1,=,,IC50,nM,,6.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,uM,UO_0000065,,0.006
,,18502940,[],CHEMBL4189735,Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(Sc3ccccc3CC(=O)NO)cc2)cc1,,,CHEMBL4184326,J Med Chem,2018,"{'bei': '22.98', 'le': '0.44', 'lle': '3.84', 'sei': '14.34'}",CHEMBL4210206,,CHEMBL4210206,8.40,0,http://www.openphacts.org/units/Nanomolar,3071724,=,1,1,=,,IC50,nM,,4.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,4.0
,,18502941,[],CHEMBL4189735,Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)NO)cc2)cc1,,,CHEMBL4184326,J Med Chem,2018,"{'bei': '20.93', 'le': '0.41', 'lle': '5.08', 'sei': '8.97'}",CHEMBL584365,,CHEMBL584365,8.32,1,http://www.openphacts.org/units/Nanomolar,3071725,=,1,1,=,,IC50,nM,,4.8,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,4.8
,,18502942,[],CHEMBL4189735,Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(Sc3ccccc3CC(=O)O)cc2)cc1,,,CHEMBL4184326,J Med Chem,2018,"{'bei': '21.11', 'le': '0.40', 'lle': '2.26', 'sei': '15.90'}",CHEMBL4214269,,CHEMBL4214269,7.40,0,http://www.openphacts.org/units/Nanomolar,3071726,=,1,1,=,,IC50,nM,,40.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,40.0
,,18502943,[],CHEMBL4189735,Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2)cc1,,,CHEMBL4184326,J Med Chem,2018,"{'bei': '17.92', 'le': '0.35', 'lle': '3.03', 'sei': '8.50'}",CHEMBL573936,,CHEMBL573936,6.85,1,http://www.openphacts.org/units/Nanomolar,3071727,=,1,1,=,,IC50,nM,,140.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,140.0
,,18502944,[],CHEMBL4189735,Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(Sc3ccccc3C(CCC(=O)O)C(=O)O)cc2)cc1,,,CHEMBL4184326,J Med Chem,2018,"{'bei': '17.95', 'le': '0.35', 'lle': '2.04', 'sei': '9.05'}",CHEMBL4209100,,CHEMBL4209100,7.58,0,http://www.openphacts.org/units/Nanomolar,3071728,=,1,1,=,,IC50,nM,,26.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,26.0
,,18502945,[],CHEMBL4189735,Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(CCC(=O)O)C(=O)O)cc2)cc1,,,CHEMBL4184326,J Med Chem,2018,"{'bei': '13.84', 'le': '0.27', 'lle': '2.06', 'sei': '5.33'}",CHEMBL4213983,,CHEMBL4213983,6.29,0,http://www.openphacts.org/units/Nanomolar,3071729,=,1,1,=,,IC50,nM,,510.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,510.0
,,18502946,[],CHEMBL4189735,Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(Sc3ccccc3C3CCC(=O)N(O)C3=O)cc2)cc1,,,CHEMBL4184326,J Med Chem,2018,"{'bei': '17.83', 'le': '0.34', 'lle': '2.34', 'sei': '11.19'}",CHEMBL4203044,,CHEMBL4203044,7.48,0,http://www.openphacts.org/units/Nanomolar,3071730,=,1,1,=,,IC50,nM,,33.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,33.0
,,18502947,[],CHEMBL4189735,Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C3CCC(=O)N(O)C3=O)cc2)cc1,,,CHEMBL4184326,J Med Chem,2018,"{'bei': '16.39', 'le': '0.32', 'lle': '3.58', 'sei': '7.33'}",CHEMBL4214626,,CHEMBL4214626,7.40,0,http://www.openphacts.org/units/Nanomolar,3071731,=,1,1,=,,IC50,nM,,40.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,40.0
,,18502948,[],CHEMBL4189735,Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(Sc3ccccc3CP(=O)(O)O)cc2)cc1,,,CHEMBL4184326,J Med Chem,2018,"{'bei': '17.09', 'le': '0.35', 'lle': '1.41', 'sei': '9.89'}",CHEMBL4206329,,CHEMBL4206329,6.60,0,http://www.openphacts.org/units/Nanomolar,3071732,=,1,1,=,,IC50,nM,,250.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,250.0
,,18502949,[],CHEMBL4189735,Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CP(=O)(O)O)cc2)cc1,,,CHEMBL4184326,J Med Chem,2018,"{'bei': '14.87', 'le': '0.30', 'lle': '2.35', 'sei': '6.17'}",CHEMBL4218036,,CHEMBL4218036,6.22,0,http://www.openphacts.org/units/Nanomolar,3071733,=,1,1,=,,IC50,nM,,600.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,600.0
,,18502950,[],CHEMBL4189735,Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(Sc3ccccc3CC(=O)NS(C)(=O)=O)cc2)cc1,,,CHEMBL4184326,J Med Chem,2018,"{'bei': '12.82', 'le': '0.26', 'lle': '1.35', 'sei': '7.56'}",CHEMBL4207046,,CHEMBL4207046,5.48,0,http://www.openphacts.org/units/Nanomolar,3071734,=,1,1,=,,IC50,nM,,3300.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,3300.0
,,18502951,[],CHEMBL4189735,Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)NS(C)(=O)=O)cc2)cc1,,,CHEMBL4184326,J Med Chem,2018,"{'bei': '11.87', 'le': '0.24', 'lle': '2.65', 'sei': '5.12'}",CHEMBL4213651,,CHEMBL4213651,5.46,0,http://www.openphacts.org/units/Nanomolar,3071735,=,1,1,=,,IC50,nM,,3500.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,3500.0
,,18502952,[],CHEMBL4189735,Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(Sc3ccccc3CC(=O)NS(=O)(=O)C(F)(F)F)cc2)cc1,,,CHEMBL4184326,J Med Chem,2018,"{'bei': '11.79', 'le': '0.24', 'lle': '0.66', 'sei': '7.83'}",CHEMBL4212208,,CHEMBL4212208,5.68,0,http://www.openphacts.org/units/Nanomolar,3071736,=,1,1,=,,IC50,nM,,2100.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,2100.0
,,18502953,[],CHEMBL4189735,Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)NS(=O)(=O)C(F)(F)F)cc2)cc1,,,CHEMBL4184326,J Med Chem,2018,"{'bei': '9.98', 'le': '0.21', 'lle': '1.42', 'sei': '4.81'}",CHEMBL4216008,,CHEMBL4216008,5.12,0,http://www.openphacts.org/units/Nanomolar,3071737,=,1,1,=,,IC50,nM,,7500.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,7500.0
,,18502954,[],CHEMBL4189735,Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(Sc3ccccc3C(=O)CS(C)(=O)=O)cc2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4184326,J Med Chem,2018,,CHEMBL4202548,,CHEMBL4202548,,0,http://www.openphacts.org/units/Nanomolar,3071738,=,1,1,=,,IC50,nM,,230000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,230000.0
,,18502955,[],CHEMBL4189735,Inhibition of recombinant human MMP-12 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate preincubated for 3 hrs followed by substrate addition measured every 10 secs for 15 mins by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(=O)CS(C)(=O)=O)cc2)cc1,,,CHEMBL4184326,J Med Chem,2018,,CHEMBL4206259,,CHEMBL4206259,,0,http://www.openphacts.org/units/Nanomolar,3071739,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,10000.0
,,18553378,[],CHEMBL4199879,Inhibition of MMP12 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CCCCC[C@H](CN(O)C=O)C(=O)NCNC(=O)c1cc2cccc(OC)c2o1,,,CHEMBL4196124,ACS Med Chem Lett,2018,"{'bei': '15.78', 'le': '0.30', 'lle': '4.11', 'sei': '5.28'}",CHEMBL4218334,,CHEMBL4218334,6.40,0,http://www.openphacts.org/units/Nanomolar,3080335,=,1,1,=,,IC50,nM,,400.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,400.0
,,18553379,[],CHEMBL4199879,Inhibition of MMP12 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CCC[C@H](CN(O)C=O)C(=O)NCNC(=O)c1cc2cccc(OC)c2o1,,,CHEMBL4196124,ACS Med Chem Lett,2018,"{'bei': '15.64', 'le': '0.30', 'lle': '4.39', 'sei': '4.87'}",CHEMBL4211285,,CHEMBL4211285,5.90,0,http://www.openphacts.org/units/Nanomolar,3080336,=,1,1,=,,IC50,nM,,1250.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,1250.0
,,18553380,[],CHEMBL4199879,Inhibition of MMP12 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2cc(C(=O)NCNC(=O)CCN(O)C=O)oc12,,,CHEMBL4196124,ACS Med Chem Lett,2018,,CHEMBL4215581,,CHEMBL4215581,,0,http://www.openphacts.org/units/Nanomolar,3080337,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,10000.0
,,18553381,[],CHEMBL4199879,Inhibition of MMP12 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2cc(C(=O)NCNC(=O)[C@H](Cc3ccccc3)CN(O)C=O)oc12,,,CHEMBL4196124,ACS Med Chem Lett,2018,"{'bei': '12.69', 'le': '0.24', 'lle': '3.45', 'sei': '4.46'}",CHEMBL4218229,,CHEMBL4218229,5.40,0,http://www.openphacts.org/units/Nanomolar,3080338,=,1,1,=,,IC50,nM,,4000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,4000.0
,,18553382,[],CHEMBL4199879,Inhibition of MMP12 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CCCCC[C@@H](CN(O)C=O)C(=O)NCNC(=O)c1cc2cccc(OC)c2o1,,,CHEMBL4196124,ACS Med Chem Lett,2018,,CHEMBL4205331,,CHEMBL4205331,,0,http://www.openphacts.org/units/Nanomolar,3080339,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,10000.0
